epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
360,10764.5,1.10753,0.89639,1.30417,0.75389,0.71408,0.78222,0.42676,1.57085,1.12439,1.76864,0.0064459,0.0064459,0.0064459
361,10794.6,1.08414,0.87483,1.28973,0.74703,0.71227,0.7837,0.43159,1.56374,1.12517,1.75739,0.006436,0.006436,0.006436
362,10824.4,1.0881,0.89907,1.29662,0.78881,0.71394,0.7927,0.43518,1.55837,1.13232,1.75472,0.0064261,0.0064261,0.0064261
363,10855.5,1.08883,0.91049,1.30851,0.77953,0.72302,0.79003,0.43674,1.55128,1.12108,1.75483,0.0064162,0.0064162,0.0064162
364,10885.4,1.07195,0.88825,1.29294,0.76999,0.71315,0.78911,0.43633,1.54167,1.11229,1.7505,0.0064063,0.0064063,0.0064063
365,10914.6,1.07411,0.87524,1.29476,0.77649,0.71833,0.78823,0.43911,1.54188,1.11318,1.74921,0.0063964,0.0063964,0.0063964
366,10943.8,1.0909,0.89055,1.29516,0.7467,0.73618,0.78757,0.43549,1.54822,1.11737,1.75698,0.0063865,0.0063865,0.0063865
367,10972.9,1.10095,0.90245,1.30667,0.73794,0.71391,0.77691,0.42984,1.55994,1.1355,1.77068,0.0063766,0.0063766,0.0063766
368,11003.7,1.08138,0.88121,1.29002,0.73484,0.73524,0.77929,0.42877,1.55768,1.14233,1.77111,0.0063667,0.0063667,0.0063667
369,11034.4,1.07689,0.87709,1.293,0.72448,0.72968,0.77003,0.42665,1.55726,1.14814,1.77513,0.0063568,0.0063568,0.0063568
370,11064.4,1.08056,0.88019,1.28914,0.73251,0.69903,0.75922,0.42068,1.55987,1.15365,1.775,0.0063469,0.0063469,0.0063469
371,11095.4,1.08306,0.88536,1.29357,0.75815,0.68937,0.76042,0.41875,1.56623,1.16703,1.78148,0.006337,0.006337,0.006337
372,11125,1.07744,0.87586,1.28832,0.74605,0.69376,0.76528,0.42177,1.56445,1.15702,1.78329,0.0063271,0.0063271,0.0063271
373,11154.3,1.07967,0.87029,1.28218,0.77146,0.67836,0.76255,0.41831,1.5625,1.16851,1.78638,0.0063172,0.0063172,0.0063172
374,11183.5,1.07558,0.88837,1.28898,0.74541,0.68229,0.75549,0.41295,1.56525,1.16969,1.78756,0.0063073,0.0063073,0.0063073
375,11212.7,1.0802,0.89484,1.29331,0.76202,0.66726,0.75934,0.41578,1.56846,1.16217,1.79144,0.0062974,0.0062974,0.0062974
376,11243.4,1.07182,0.87527,1.2926,0.72721,0.68794,0.75745,0.41436,1.57208,1.15222,1.79725,0.0062875,0.0062875,0.0062875
377,11273.9,1.07717,0.8794,1.29292,0.69388,0.69534,0.75051,0.41274,1.57334,1.15264,1.79901,0.0062776,0.0062776,0.0062776
378,11304.1,1.0704,0.8635,1.28766,0.77293,0.65191,0.75917,0.41648,1.56768,1.15561,1.7902,0.0062677,0.0062677,0.0062677
379,11334.5,1.07552,0.88237,1.29282,0.79429,0.63794,0.7556,0.41552,1.56016,1.16572,1.78542,0.0062578,0.0062578,0.0062578
380,11364.7,1.07305,0.87768,1.28794,0.69939,0.69823,0.75576,0.41766,1.55558,1.16785,1.78196,0.0062479,0.0062479,0.0062479
381,11393.9,1.07018,0.85791,1.29103,0.71157,0.70887,0.75482,0.41565,1.56055,1.16402,1.7843,0.006238,0.006238,0.006238
382,11423.2,1.06338,0.87921,1.2808,0.6796,0.72045,0.75064,0.41489,1.57465,1.16259,1.79872,0.0062281,0.0062281,0.0062281
383,11452.5,1.06731,0.88078,1.28604,0.6825,0.73378,0.74963,0.41218,1.58389,1.16339,1.81142,0.0062182,0.0062182,0.0062182
384,11482.9,1.07502,0.89044,1.29113,0.68419,0.73041,0.75346,0.4152,1.58503,1.16288,1.81553,0.0062083,0.0062083,0.0062083
385,11513.3,1.07614,0.87292,1.29096,0.69587,0.71333,0.75902,0.41708,1.57469,1.16328,1.80237,0.0061984,0.0061984,0.0061984
386,11543.5,1.06027,0.86149,1.27699,0.69214,0.72664,0.76066,0.41799,1.57155,1.16085,1.79707,0.0061885,0.0061885,0.0061885
387,11572.7,1.07154,0.87204,1.2823,0.71256,0.69423,0.76416,0.41959,1.56911,1.16234,1.7937,0.0061786,0.0061786,0.0061786
388,11601.9,1.07066,0.88648,1.29084,0.72479,0.67952,0.76226,0.42144,1.57107,1.16871,1.79193,0.0061687,0.0061687,0.0061687
389,11630.9,1.05745,0.86334,1.27362,0.72486,0.68822,0.76634,0.42324,1.57541,1.15596,1.79692,0.0061588,0.0061588,0.0061588
390,11660,1.06238,0.86017,1.27682,0.72839,0.70652,0.76362,0.42065,1.57955,1.14939,1.79695,0.0061489,0.0061489,0.0061489
391,11689.1,1.06469,0.86473,1.27366,0.71723,0.72367,0.76806,0.42062,1.58116,1.14076,1.79615,0.006139,0.006139,0.006139
392,11719.9,1.06603,0.86396,1.27955,0.71726,0.72412,0.76519,0.41714,1.58651,1.1427,1.79947,0.0061291,0.0061291,0.0061291
393,11750.2,1.06244,0.87725,1.2753,0.70569,0.7093,0.75995,0.41557,1.58698,1.15427,1.79853,0.0061192,0.0061192,0.0061192
394,11780.2,1.04688,0.86995,1.27252,0.69323,0.71763,0.75351,0.41352,1.58868,1.15867,1.80104,0.0061093,0.0061093,0.0061093
395,11810.1,1.06014,0.85586,1.27061,0.68807,0.72951,0.75851,0.41472,1.58816,1.16488,1.80087,0.0060994,0.0060994,0.0060994
396,11840.2,1.04321,0.84811,1.26892,0.71346,0.70392,0.75788,0.41395,1.58728,1.17636,1.79738,0.0060895,0.0060895,0.0060895
397,11869.6,1.06789,0.86756,1.28339,0.73035,0.69809,0.75891,0.41635,1.59056,1.1801,1.8019,0.0060796,0.0060796,0.0060796
398,11898.6,1.06145,0.85655,1.28408,0.715,0.71166,0.75814,0.41314,1.58588,1.18166,1.79765,0.0060697,0.0060697,0.0060697
399,11927.8,1.05937,0.86254,1.27152,0.71645,0.72661,0.75948,0.41352,1.58903,1.17723,1.80281,0.0060598,0.0060598,0.0060598
400,11958.2,1.0586,0.85184,1.27906,0.77707,0.66812,0.75955,0.4106,1.58472,1.17795,1.79951,0.0060499,0.0060499,0.0060499
401,11989.2,1.06098,0.85764,1.27897,0.70095,0.74032,0.76114,0.41219,1.58338,1.17186,1.79892,0.00604,0.00604,0.00604
402,12019.2,1.06236,0.87388,1.27862,0.78277,0.66774,0.75843,0.41048,1.58162,1.17661,1.80081,0.0060301,0.0060301,0.0060301
403,12049.9,1.05026,0.85746,1.27991,0.7656,0.66674,0.74757,0.40725,1.57811,1.176,1.80076,0.0060202,0.0060202,0.0060202
404,12079.8,1.05108,0.8603,1.26999,0.73144,0.68703,0.74625,0.41153,1.57609,1.17325,1.80149,0.0060103,0.0060103,0.0060103
405,12109.2,1.04054,0.85204,1.27263,0.78137,0.67764,0.75787,0.41383,1.58085,1.16915,1.81248,0.0060004,0.0060004,0.0060004
406,12138.6,1.04523,0.84666,1.27608,0.76121,0.68005,0.75732,0.41109,1.58701,1.16301,1.82029,0.0059905,0.0059905,0.0059905
407,12167.6,1.04869,0.8465,1.27196,0.73658,0.69225,0.75089,0.41386,1.59695,1.15971,1.8316,0.0059806,0.0059806,0.0059806
408,12197.6,1.05555,0.84936,1.27615,0.75671,0.69339,0.75685,0.41412,1.59534,1.15847,1.83104,0.0059707,0.0059707,0.0059707
409,12228.8,1.04636,0.85395,1.26503,0.73608,0.7034,0.75535,0.41059,1.59812,1.16751,1.83118,0.0059608,0.0059608,0.0059608
410,12258.8,1.05272,0.85029,1.26542,0.75196,0.6933,0.74879,0.40934,1.59616,1.17215,1.82753,0.0059509,0.0059509,0.0059509
411,12289.9,1.05625,0.8479,1.27738,0.7603,0.6852,0.75206,0.41029,1.59134,1.17337,1.8237,0.005941,0.005941,0.005941
412,12319.9,1.0481,0.84297,1.26395,0.75663,0.68045,0.75211,0.41023,1.59366,1.17109,1.82398,0.0059311,0.0059311,0.0059311
413,12349.1,1.0507,0.84823,1.26921,0.75388,0.6845,0.75696,0.41211,1.6016,1.16732,1.82777,0.0059212,0.0059212,0.0059212
414,12378.4,1.04136,0.84631,1.2677,0.75771,0.69218,0.76491,0.41351,1.608,1.17198,1.83141,0.0059113,0.0059113,0.0059113
415,12407.5,1.04902,0.84827,1.26631,0.74879,0.69172,0.7654,0.4144,1.61202,1.17095,1.83278,0.0059014,0.0059014,0.0059014
416,12438,1.05852,0.85471,1.29003,0.7366,0.70356,0.76392,0.41428,1.61479,1.17213,1.83944,0.0058915,0.0058915,0.0058915
417,12467.4,1.03769,0.84717,1.2653,0.74236,0.68915,0.75949,0.41214,1.61324,1.17087,1.84109,0.0058816,0.0058816,0.0058816
418,12497.6,1.05138,0.84222,1.26923,0.74541,0.68264,0.75818,0.40991,1.6063,1.17342,1.8343,0.0058717,0.0058717,0.0058717
419,12528.6,1.05833,0.85297,1.27693,0.74431,0.67726,0.761,0.4126,1.60408,1.16805,1.83397,0.0058618,0.0058618,0.0058618
420,12558.4,1.04691,0.83026,1.27459,0.71404,0.69973,0.75579,0.41191,1.59962,1.1741,1.83087,0.0058519,0.0058519,0.0058519
421,12587.8,1.03505,0.84265,1.26421,0.70028,0.71492,0.75791,0.40938,1.5981,1.17263,1.82875,0.005842,0.005842,0.005842
422,12617.1,1.05358,0.85602,1.27395,0.70635,0.70469,0.75548,0.41029,1.60379,1.17143,1.8347,0.0058321,0.0058321,0.0058321
423,12646.1,1.05598,0.8449,1.26814,0.69416,0.72266,0.75689,0.40935,1.60294,1.16516,1.83775,0.0058222,0.0058222,0.0058222
424,12676.6,1.05001,0.83499,1.27168,0.71551,0.71225,0.7571,0.40933,1.60405,1.16519,1.84163,0.0058123,0.0058123,0.0058123
425,12708,1.03641,0.81983,1.25677,0.72378,0.70918,0.75891,0.41039,1.60411,1.16284,1.84312,0.0058024,0.0058024,0.0058024
426,12738.2,1.04618,0.84046,1.26826,0.73737,0.70353,0.75438,0.40945,1.59744,1.16069,1.83284,0.0057925,0.0057925,0.0057925
427,12768.9,1.05492,0.86278,1.2748,0.74227,0.70578,0.75999,0.41192,1.59405,1.15692,1.83062,0.0057826,0.0057826,0.0057826
428,12799.4,1.02847,0.83266,1.26284,0.73249,0.70891,0.75838,0.41191,1.59508,1.15837,1.83196,0.0057727,0.0057727,0.0057727
429,12828.5,1.04885,0.84057,1.25652,0.7346,0.70754,0.75674,0.41368,1.5965,1.14868,1.83423,0.0057628,0.0057628,0.0057628
430,12857.7,1.0441,0.83646,1.2626,0.73785,0.71149,0.75982,0.41395,1.59525,1.14885,1.83416,0.0057529,0.0057529,0.0057529
431,12886.8,1.03334,0.8287,1.25804,0.7385,0.71006,0.75975,0.41848,1.59492,1.15215,1.83333,0.005743,0.005743,0.005743
432,12917.6,1.00788,0.82148,1.23922,0.72011,0.71063,0.75651,0.41895,1.59888,1.16061,1.83714,0.0057331,0.0057331,0.0057331
433,12948.5,1.01383,0.81787,1.2434,0.70765,0.72297,0.75635,0.41638,1.59682,1.16543,1.83475,0.0057232,0.0057232,0.0057232
434,12978.8,1.03865,0.84441,1.26275,0.70581,0.7149,0.75646,0.41449,1.59802,1.16927,1.83576,0.0057133,0.0057133,0.0057133
435,13009.4,1.05105,0.83534,1.27042,0.70619,0.70672,0.75272,0.41286,1.6009,1.17223,1.8349,0.0057034,0.0057034,0.0057034
436,13039.2,1.02503,0.81698,1.25562,0.73237,0.67633,0.74867,0.41236,1.60334,1.17604,1.83897,0.0056935,0.0056935,0.0056935
437,13068.3,1.0296,0.81216,1.25386,0.73517,0.6852,0.74837,0.4119,1.60235,1.17667,1.83678,0.0056836,0.0056836,0.0056836
438,13097.9,1.03174,0.82251,1.25751,0.73089,0.69401,0.74992,0.41366,1.60064,1.16892,1.83534,0.0056737,0.0056737,0.0056737
439,13127,1.01629,0.80911,1.24915,0.75877,0.68426,0.75136,0.4131,1.59603,1.16191,1.83398,0.0056638,0.0056638,0.0056638
440,13157.4,1.03068,0.83672,1.25614,0.76367,0.67899,0.75192,0.41377,1.59512,1.15599,1.83646,0.0056539,0.0056539,0.0056539
441,13188.6,1.0241,0.82716,1.26005,0.75703,0.67159,0.75262,0.41311,1.60008,1.14849,1.8457,0.005644,0.005644,0.005644
442,13218.4,1.02037,0.82404,1.25931,0.7539,0.68491,0.75357,0.41286,1.5998,1.15576,1.84654,0.0056341,0.0056341,0.0056341
443,13248.8,1.02692,0.81412,1.25117,0.73891,0.68519,0.75275,0.41293,1.59977,1.15178,1.84555,0.0056242,0.0056242,0.0056242
444,13279,1.02053,0.81841,1.25373,0.73398,0.69144,0.75042,0.41046,1.60476,1.14694,1.85123,0.0056143,0.0056143,0.0056143
445,13308.5,1.03577,0.80696,1.25128,0.7394,0.67983,0.75113,0.41115,1.61016,1.14727,1.85238,0.0056044,0.0056044,0.0056044
446,13337.6,1.01439,0.83991,1.25212,0.73984,0.68049,0.75385,0.41241,1.61451,1.15059,1.8576,0.0055945,0.0055945,0.0055945
447,13367,1.02406,0.82403,1.26557,0.73543,0.68089,0.75649,0.41131,1.61441,1.15901,1.85556,0.0055846,0.0055846,0.0055846
448,13397.4,1.03178,0.83693,1.26293,0.72322,0.69819,0.75283,0.40856,1.61413,1.16718,1.85362,0.0055747,0.0055747,0.0055747
449,13428.5,1.02125,0.81011,1.25835,0.71663,0.70401,0.75104,0.40805,1.6107,1.16954,1.85217,0.0055648,0.0055648,0.0055648
450,13458.5,1.03383,0.82243,1.26342,0.71568,0.69597,0.75211,0.40755,1.61411,1.17603,1.85461,0.0055549,0.0055549,0.0055549
451,13487.8,1.03025,0.81192,1.24774,0.71823,0.68562,0.75095,0.40553,1.6226,1.17856,1.85938,0.005545,0.005545,0.005545
452,13516.9,1.01737,0.81683,1.24927,0.70738,0.70697,0.75276,0.40715,1.62787,1.18117,1.86532,0.0055351,0.0055351,0.0055351
453,13546.3,1.02568,0.80726,1.2487,0.71449,0.70965,0.75337,0.40753,1.63228,1.18591,1.87127,0.0055252,0.0055252,0.0055252
454,13575.5,1.0062,0.79995,1.23649,0.71283,0.69605,0.75001,0.40511,1.63496,1.18599,1.87486,0.0055153,0.0055153,0.0055153
455,13605.5,1.01977,0.81597,1.25494,0.72361,0.68064,0.74985,0.40559,1.63953,1.18764,1.88055,0.0055054,0.0055054,0.0055054
456,13636.1,1.01787,0.80161,1.24949,0.74043,0.67321,0.74851,0.40508,1.63937,1.18365,1.88314,0.0054955,0.0054955,0.0054955
457,13667.3,1.01648,0.81513,1.25483,0.70776,0.69058,0.74703,0.40404,1.63913,1.18273,1.88292,0.0054856,0.0054856,0.0054856
458,13697.4,1.03061,0.81207,1.25046,0.71867,0.69115,0.74801,0.40462,1.6405,1.17915,1.88217,0.0054757,0.0054757,0.0054757
459,13727.9,1.01586,0.80275,1.24778,0.73995,0.67073,0.74764,0.40461,1.63812,1.18067,1.87733,0.0054658,0.0054658,0.0054658
460,13758,1.01952,0.79451,1.24166,0.70689,0.68667,0.75163,0.4069,1.64574,1.18271,1.88381,0.0054559,0.0054559,0.0054559
461,13787.2,1.01553,0.80001,1.23945,0.70765,0.69324,0.74861,0.40606,1.64516,1.18406,1.88223,0.005446,0.005446,0.005446
462,13816.6,1.00324,0.7814,1.22629,0.70294,0.69469,0.74601,0.4067,1.64316,1.18833,1.8795,0.0054361,0.0054361,0.0054361
463,13845.7,1.00933,0.79327,1.24602,0.71827,0.69008,0.75135,0.40926,1.64336,1.19485,1.87804,0.0054262,0.0054262,0.0054262
464,13875.9,1.00752,0.79004,1.23862,0.72272,0.68647,0.74683,0.40782,1.64765,1.19537,1.8824,0.0054163,0.0054163,0.0054163
465,13907.1,1.02956,0.81783,1.25714,0.72773,0.68293,0.74481,0.40662,1.64439,1.19492,1.88018,0.0054064,0.0054064,0.0054064
